year,ranking_schedule_id,ranking_official_date,team_name,team_code,fifa_rank,fifa_points
2018,id12210,2018-06-07,Cook Islands,COK,192,38.0
2018,id12210,2018-06-07,Bangladesh,BAN,194,35.0
2018,id12210,2018-06-07,Gibraltar,GIB,195,34.0
2018,id12210,2018-06-07,Brunei Darussalam,BRU,195,34.0
2018,id12210,2018-06-07,Samoa,SAM,197,32.0
2018,id12210,2018-06-07,Djibouti,DJI,197,32.0
2018,id12210,2018-06-07,US Virgin Islands,VIR,199,18.0
2018,id12210,2018-06-07,Sri Lanka,SRI,200,17.0
2018,id12210,2018-06-07,Pakistan,PAK,201,10.0
2018,id12210,2018-06-07,Cayman Islands,CAY,202,9.0
2018,id12210,2018-06-07,San Marino,SMR,203,8.0
2018,id12210,2018-06-07,Montserrat,MSR,204,4.0
2018,id12210,2018-06-07,British Virgin Islands,VGB,204,4.0
2018,id12210,2018-06-07,Eritrea,ERI,206,0.0
2018,id12210,2018-06-07,Anguilla,AIA,206,0.0
2018,id12210,2018-06-07,Bahamas,BAH,206,0.0
2018,id12210,2018-06-07,Somalia,SOM,206,0.0
2018,id12210,2018-06-07,Turks and Caicos Islands,TCA,206,0.0
2018,id12210,2018-06-07,Tonga,TGA,206,0.0
2022,id13792,2022-10-06,Brazil,BRA,1,1841.3
2022,id13792,2022-10-06,Belgium,BEL,2,1816.71
2022,id13792,2022-10-06,Argentina,ARG,3,1773.88
2022,id13792,2022-10-06,France,FRA,4,1759.78
2022,id13792,2022-10-06,England,ENG,5,1728.47
2022,id13792,2022-10-06,Italy,ITA,6,1726.14
2022,id13792,2022-10-06,Spain,ESP,7,1715.22
2022,id13792,2022-10-06,Netherlands,NED,8,1694.51
2022,id13792,2022-10-06,Portugal,POR,9,1676.56
2022,id13792,2022-10-06,Denmark,DEN,10,1666.57
2022,id13792,2022-10-06,Germany,GER,11,1650.21
2022,id13792,2022-10-06,Croatia,CRO,12,1645.64
2022,id13792,2022-10-06,Mexico,MEX,13,1644.89
2022,id13792,2022-10-06,Uruguay,URU,14,1638.71
2022,id13792,2022-10-06,Switzerland,SUI,15,1635.92
2022,id13792,2022-10-06,USA,USA,16,1627.48
2022,id13792,2022-10-06,Colombia,COL,17,1611.04
2022,id13792,2022-10-06,Senegal,SEN,18,1584.38
2022,id13792,2022-10-06,Wales,WAL,19,1569.82
2022,id13792,2022-10-06,Iran,IRN,20,1564.61
2022,id13792,2022-10-06,Serbia,SRB,21,1563.62
2022,id13792,2022-10-06,Morocco,MAR,22,1563.5
2022,id13792,2022-10-06,Peru,PER,23,1561.01
2022,id13792,2022-10-06,Japan,JPN,24,1559.54
2022,id13792,2022-10-06,Sweden,SWE,25,1553.33
2022,id13792,2022-10-06,Poland,POL,26,1548.59
2022,id13792,2022-10-06,Ukraine,UKR,27,1536.99
2022,id13792,2022-10-06,South Korea,KOR,28,1530.3
2022,id13792,2022-10-06,Chile,CHI,29,1509.61
2022,id13792,2022-10-06,Tunisia,TUN,30,1507.54
2022,id13792,2022-10-06,Costa Rica,CRC,31,1503.59
2022,id13792,2022-10-06,Nigeria,NGA,32,1498.47
2022,id13792,2022-10-06,Russia,RUS,33,1496.11
2022,id13792,2022-10-06,Austria,AUT,34,1492.95
2022,id13792,2022-10-06,Czech Republic,CZE,35,1492.21
2022,id13792,2022-10-06,Hungary,HUN,36,1492.2
2022,id13792,2022-10-06,Algeria,ALG,37,1489.1
2022,id13792,2022-10-06,Australia,AUS,38,1488.72
2022,id13792,2022-10-06,Egypt,EGY,39,1486.44
2022,id13792,2022-10-06,Scotland,SCO,40,1479.53
2022,id13792,2022-10-06,Canada,CAN,41,1475.0
2022,id13792,2022-10-06,Norway,NOR,42,1473.04
2022,id13792,2022-10-06,Cameroon,CMR,43,1471.44
2022,id13792,2022-10-06,Ecuador,ECU,44,1464.39
2022,id13792,2022-10-06,Turkey,TUR,45,1460.14
2022,id13792,2022-10-06,Mali,MLI,46,1448.85
2022,id13792,2022-10-06,Paraguay,PAR,47,1448.77
2022,id13792,2022-10-06,Ivory Coast,CIV,48,1443.06
2022,id13792,2022-10-06,Republic of Ireland,IRL,49,1440.19
2022,id13792,2022-10-06,Qatar,QAT,50,1439.89
2022,id13792,2022-10-06,Saudi Arabia,KSA,51,1437.78
2022,id13792,2022-10-06,Greece,GRE,52,1437.6
2022,id13792,2022-10-06,Romania,ROU,53,1434.68
2022,id13792,2022-10-06,Burkina Faso,BFA,54,1432.25
2022,id13792,2022-10-06,Slovakia,SVK,55,1425.59
2022,id13792,2022-10-06,Finland,FIN,56,1405.6
2022,id13792,2022-10-06,Venezuela,VEN,57,1404.37
2022,id13792,2022-10-06,Bosnia and Herzegovina,BIH,58,1403.51
2022,id13792,2022-10-06,Northern Ireland,NIR,59,1396.55
2022,id13792,2022-10-06,Panama,PAN,60,1393.28
2022,id13792,2022-10-06,Ghana,GHA,61,1393.0
2022,id13792,2022-10-06,Iceland,ISL,62,1384.41
2022,id13792,2022-10-06,Slovenia,SVN,63,1384.04
2022,id13792,2022-10-06,Jamaica,JAM,64,1378.86
2022,id13792,2022-10-06,North Macedonia,MKD,65,1358.51
2022,id13792,2022-10-06,Albania,ALB,66,1354.11
2022,id13792,2022-10-06,South Africa,RSA,67,1349.59
2022,id13792,2022-10-06,Iraq,IRQ,68,1343.01
2022,id13792,2022-10-06,Montenegro,MNE,69,1341.03
2022,id13792,2022-10-06,United Arab Emirates,UAE,70,1337.57
2022,id13792,2022-10-06,Cabo Verde,CPV,71,1336.05
2022,id13792,2022-10-06,Bulgaria,BUL,72,1335.36
2022,id13792,2022-10-06,DR Congo,COD,73,1333.92
2022,id13792,2022-10-06,El Salvador,SLV,74,1330.51
2022,id13792,2022-10-06,Oman,OMA,75,1320.29
2022,id13792,2022-10-06,Israel,ISR,76,1316.55
2022,id13792,2022-10-06,Uzbekistan,UZB,77,1309.98
2022,id13792,2022-10-06,Georgia,GEO,78,1307.34
2022,id13792,2022-10-06,China PR,CHN,79,1305.06
2022,id13792,2022-10-06,Honduras,HON,80,1301.98
2022,id13792,2022-10-06,Gabon,GAB,81,1301.84
2022,id13792,2022-10-06,Bolivia,BOL,82,1296.28
2022,id13792,2022-10-06,Guinea,GUI,83,1290.47
2022,id13792,2022-10-06,Jordan,JOR,84,1289.99
2022,id13792,2022-10-06,Bahrain,BHR,85,1280.64
2022,id13792,2022-10-06,Curaçao,CUW,86,1278.64
2022,id13792,2022-10-06,Haiti,HAI,87,1269.07
2022,id13792,2022-10-06,Zambia,ZAM,88,1267.41
2022,id13792,2022-10-06,Uganda,UGA,89,1260.69
2022,id13792,2022-10-06,Syria,SYR,90,1255.92
2022,id13792,2022-10-06,Benin,BEN,91,1247.47
2022,id13792,2022-10-06,Luxembourg,LUX,92,1243.8
2022,id13792,2022-10-06,Armenia,ARM,93,1233.93
2022,id13792,2022-10-06,Palestine,PLE,94,1233.72
2022,id13792,2022-10-06,Kyrgyz Republic,KGZ,95,1230.22
2022,id13792,2022-10-06,Vietnam,VIE,96,1226.65
2022,id13792,2022-10-06,Belarus,BLR,97,1221.06
2022,id13792,2022-10-06,Equatorial Guinea,EQG,98,1215.66
2022,id13792,2022-10-06,Lebanon,LBN,99,1211.71
2022,id13792,2022-10-06,Congo,CGO,100,1208.79
2022,id13792,2022-10-06,Kenya,KEN,101,1202.26
2022,id13792,2022-10-06,Madagascar,MAD,102,1200.74
2022,id13792,2022-10-06,Mauritania,MTN,103,1197.58
2022,id13792,2022-10-06,Trinidad and Tobago,TRI,104,1195.29
2022,id13792,2022-10-06,New Zealand,NZL,105,1193.98
2022,id13792,2022-10-06,India,IND,106,1192.09
2022,id13792,2022-10-06,Kosovo,KOS,107,1187.01
2022,id13792,2022-10-06,Tajikistan,TJK,108,1185.7
2022,id13792,2022-10-06,Estonia,EST,109,1184.64
2022,id13792,2022-10-06,Cyprus,CYP,110,1183.82
2022,id13792,2022-10-06,Thailand,THA,111,1174.92
2022,id13792,2022-10-06,North Korea,PRK,112,1169.96
2022,id13792,2022-10-06,Kazakhstan,KAZ,113,1166.63
2022,id13792,2022-10-06,Mozambique,MOZ,114,1165.22
2022,id13792,2022-10-06,Namibia,NAM,115,1164.13
2022,id13792,2022-10-06,Guinea-Bissau,GNB,116,1160.71
2022,id13792,2022-10-06,Sierra Leone,SLE,117,1160.31
2022,id13792,2022-10-06,Guatemala,GUA,118,1156.7
2022,id13792,2022-10-06,Angola,ANG,119,1155.9
2022,id13792,2022-10-06,Libya,LBY,120,1154.25
2022,id13792,2022-10-06,Niger,NIG,121,1152.8
2022,id13792,2022-10-06,Faroe Islands,FRO,122,1147.17
2022,id13792,2022-10-06,Azerbaijan,AZE,123,1146.72
2022,id13792,2022-10-06,Malawi,MWI,124,1144.97
2022,id13792,2022-10-06,Zimbabwe,ZIM,125,1138.56
2022,id13792,2022-10-06,The Gambia,GAM,126,1137.47
2022,id13792,2022-10-06,Togo,TOG,127,1128.92
2022,id13792,2022-10-06,Sudan,SDN,128,1127.34
2022,id13792,2022-10-06,Comoros,COM,129,1123.18
2022,id13792,2022-10-06,Tanzania,TAN,130,1119.89
2022,id13792,2022-10-06,Antigua and Barbuda,ATG,131,1117.01
2022,id13792,2022-10-06,Central African Republic,CTA,132,1116.97
2022,id13792,2022-10-06,Philippines,PHI,133,1115.13
2022,id13792,2022-10-06,Latvia,LVA,134,1114.21
2022,id13792,2022-10-06,Turkmenistan,TKM,135,1100.47
2022,id13792,2022-10-06,Solomon Islands,SOL,136,1095.7
2022,id13792,2022-10-06,Rwanda,RWA,137,1093.66
2022,id13792,2022-10-06,Ethiopia,ETH,138,1091.19
2022,id13792,2022-10-06,Suriname,SUR,139,1077.3
2022,id13792,2022-10-06,St Kitts and Nevis,SKN,140,1076.91
2022,id13792,2022-10-06,Burundi,BDI,141,1076.26
2022,id13792,2022-10-06,Nicaragua,NCA,142,1071.83
2022,id13792,2022-10-06,Eswatini,SWZ,143,1070.89
2022,id13792,2022-10-06,Lithuania,LTU,144,1069.75
2022,id13792,2022-10-06,Hong Kong,HKG,145,1062.39
2022,id13792,2022-10-06,Malaysia,MAS,146,1062.32
2022,id13792,2022-10-06,Lesotho,LES,147,1061.4
2022,id13792,2022-10-06,Botswana,BOT,148,1056.46
2022,id13792,2022-10-06,Kuwait,KUW,149,1053.41
2022,id13792,2022-10-06,Liberia,LBR,150,1049.66
2022,id13792,2022-10-06,Andorra,AND,151,1035.2
2022,id13792,2022-10-06,Indonesia,IDN,152,1033.9
2022,id13792,2022-10-06,Dominican Republic,DOM,153,1031.86
2022,id13792,2022-10-06,Maldives,MDV,154,1026.09
2022,id13792,2022-10-06,Yemen,YEM,155,1023.52
2022,id13792,2022-10-06,Afghanistan,AFG,156,1023.04
2022,id13792,2022-10-06,Chinese Taipei,TPE,157,1017.78
2022,id13792,2022-10-06,Myanmar,MYA,158,1007.89
2022,id13792,2022-10-06,Papua New Guinea,PNG,159,1007.46
2022,id13792,2022-10-06,Singapore,SGP,160,1003.5
2022,id13792,2022-10-06,New Caledonia,NCL,161,995.58
2022,id13792,2022-10-06,Tahiti,TAH,162,995.11
2022,id13792,2022-10-06,Fiji,FIJ,163,989.43
2022,id13792,2022-10-06,Vanuatu,VAN,164,985.62
2022,id13792,2022-10-06,South Sudan,SSD,165,983.99
2022,id13792,2022-10-06,Barbados,BRB,166,982.27
2022,id13792,2022-10-06,Cuba,CUB,167,978.65
2022,id13792,2022-10-06,Malta,MLT,168,977.92
2022,id13792,2022-10-06,Bermuda,BER,169,977.47
2022,id13792,2022-10-06,Puerto Rico,PUR,170,974.32
2022,id13792,2022-10-06,Guyana,GUY,171,968.74
2022,id13792,2022-10-06,St Lucia,LCA,172,965.66
2022,id13792,2022-10-06,Grenada,GRN,173,963.72
2022,id13792,2022-10-06,Moldova,MDA,174,961.23
2022,id13792,2022-10-06,Nepal,NEP,175,954.86
2022,id13792,2022-10-06,Belize,BLZ,176,950.88
2022,id13792,2022-10-06,Cambodia,CAM,177,948.62
2022,id13792,2022-10-06,St Vincent and the Grenadines,VIN,178,945.25
2022,id13792,2022-10-06,Montserrat,MSR,179,940.78
2022,id13792,2022-10-06,Mauritius,MRI,180,932.02
2022,id13792,2022-10-06,Chad,CHA,181,930.22
2022,id13792,2022-10-06,Macau,MAC,182,922.1
2022,id13792,2022-10-06,Mongolia,MNG,183,913.55
2022,id13792,2022-10-06,Dominica,DMA,184,911.51
2022,id13792,2022-10-06,Bhutan,BHU,185,910.96
2022,id13792,2022-10-06,São Tomé and Príncipe,STP,186,908.18
2022,id13792,2022-10-06,Laos,LAO,187,905.51
2022,id13792,2022-10-06,American Samoa,ASA,188,900.27
2022,id13792,2022-10-06,Cook Islands,COK,189,899.33
2022,id13792,2022-10-06,Brunei Darussalam,BRU,190,898.41
2022,id13792,2022-10-06,Samoa,SAM,191,894.26
2022,id13792,2022-10-06,Bangladesh,BAN,192,884.45
2022,id13792,2022-10-06,Djibouti,DJI,193,875.05
2022,id13792,2022-10-06,Pakistan,PAK,194,866.81
2022,id13792,2022-10-06,Cayman Islands,CAY,195,865.72
2022,id13792,2022-10-06,Liechtenstein,LIE,196,862.39
2022,id13792,2022-10-06,Tonga,TGA,197,861.81
2022,id13792,2022-10-06,Timor-Leste,TLS,198,860.06
2022,id13792,2022-10-06,Seychelles,SEY,199,859.56
2022,id13792,2022-10-06,Eritrea,ERI,200,855.56
2022,id13792,2022-10-06,Aruba,ARU,201,855.37
2022,id13792,2022-10-06,Bahamas,BAH,202,854.8
2022,id13792,2022-10-06,Somalia,SOM,203,854.72
2022,id13792,2022-10-06,Gibraltar,GIB,204,852.16
2022,id13792,2022-10-06,Guam,GUM,205,838.33
2022,id13792,2022-10-06,Turks and Caicos Islands,TCA,206,832.0
2022,id13792,2022-10-06,Sri Lanka,SRI,207,825.25
2022,id13792,2022-10-06,US Virgin Islands,VIR,208,823.97
2022,id13792,2022-10-06,British Virgin Islands,VGB,209,809.32
2022,id13792,2022-10-06,Anguilla,AIA,210,790.74
2022,id13792,2022-10-06,San Marino,SMR,211,762.22
2026,id15136,2026-06-11,Argentina,ARG,1,1877.27
2026,id15136,2026-06-11,Spain,ESP,2,1874.71
2026,id15136,2026-06-11,France,FRA,3,1870.7
2026,id15136,2026-06-11,England,ENG,4,1828.02
2026,id15136,2026-06-11,Portugal,POR,5,1767.85
2026,id15136,2026-06-11,Brazil,BRA,6,1765.86
2026,id15136,2026-06-11,Morocco,MAR,7,1755.1
2026,id15136,2026-06-11,Netherlands,NED,8,1753.57
2026,id15136,2026-06-11,Belgium,BEL,9,1742.24
2026,id15136,2026-06-11,Germany,GER,10,1735.77
2026,id15136,2026-06-11,Croatia,CRO,11,1714.87
2026,id15136,2026-06-11,Italy,ITA,12,1704.73
2026,id15136,2026-06-11,Colombia,COL,13,1698.35
2026,id15136,2026-06-11,Mexico,MEX,14,1687.48
2026,id15136,2026-06-11,Senegal,SEN,15,1684.07
2026,id15136,2026-06-11,Uruguay,URU,16,1673.07
2026,id15136,2026-06-11,USA,USA,17,1671.23
2026,id15136,2026-06-11,Japan,JPN,18,1661.58
2026,id15136,2026-06-11,Switzerland,SUI,19,1650.06
2026,id15136,2026-06-11,Iran,IRN,20,1619.58
2026,id15136,2026-06-11,Denmark,DEN,21,1619.47
2026,id15136,2026-06-11,Turkey,TUR,22,1605.73
2026,id15136,2026-06-11,Ecuador,ECU,23,1598.52
2026,id15136,2026-06-11,Austria,AUT,24,1597.4
2026,id15136,2026-06-11,South Korea,KOR,25,1591.63
2026,id15136,2026-06-11,Nigeria,NGA,26,1585.02
2026,id15136,2026-06-11,Australia,AUS,27,1579.34
2026,id15136,2026-06-11,Algeria,ALG,28,1571.03
2026,id15136,2026-06-11,Egypt,EGY,29,1562.37
2026,id15136,2026-06-11,Canada,CAN,30,1559.48
2026,id15136,2026-06-11,Norway,NOR,31,1557.44
2026,id15136,2026-06-11,Ukraine,UKR,32,1549.29
2026,id15136,2026-06-11,Ivory Coast,CIV,33,1540.87
2026,id15136,2026-06-11,Panama,PAN,34,1539.16
2026,id15136,2026-06-11,Russia,RUS,35,1529.6
2026,id15136,2026-06-11,Poland,POL,36,1526.18
2026,id15136,2026-06-11,Wales,WAL,37,1516.95
2026,id15136,2026-06-11,Sweden,SWE,38,1509.79
2026,id15136,2026-06-11,Hungary,HUN,39,1506.39
2026,id15136,2026-06-11,Czech Republic,CZE,40,1505.74
2026,id15136,2026-06-11,Paraguay,PAR,41,1505.35
2026,id15136,2026-06-11,Scotland,SCO,42,1503.34
2026,id15136,2026-06-11,Serbia,SRB,43,1502.13
2026,id15136,2026-06-11,Cameroon,CMR,44,1481.24
2026,id15136,2026-06-11,Tunisia,TUN,45,1476.41
2026,id15136,2026-06-11,DR Congo,COD,46,1474.43
2026,id15136,2026-06-11,Slovakia,SVK,47,1473.66
2026,id15136,2026-06-11,Greece,GRE,48,1473.19
2026,id15136,2026-06-11,Venezuela,VEN,49,1469.18
2026,id15136,2026-06-11,Uzbekistan,UZB,50,1458.73
2026,id15136,2026-06-11,Chile,CHI,51,1458.2
2026,id15136,2026-06-11,Peru,PER,52,1457.69
2026,id15136,2026-06-11,Costa Rica,CRC,53,1456.03
2026,id15136,2026-06-11,Romania,ROU,54,1455.89
2026,id15136,2026-06-11,Mali,MLI,55,1455.59
2026,id15136,2026-06-11,Qatar,QAT,56,1450.31
2026,id15136,2026-06-11,Iraq,IRQ,57,1446.28
2026,id15136,2026-06-11,Republic of Ireland,IRL,58,1441.1
2026,id15136,2026-06-11,Slovenia,SVN,59,1441.09
2026,id15136,2026-06-11,South Africa,RSA,60,1428.38
2026,id15136,2026-06-11,Saudi Arabia,KSA,61,1423.88
2026,id15136,2026-06-11,Burkina Faso,BFA,62,1406.99
2026,id15136,2026-06-11,Jordan,JOR,63,1387.74
2026,id15136,2026-06-11,Bosnia and Herzegovina,BIH,64,1387.22
2026,id15136,2026-06-11,Honduras,HON,65,1378.97
2026,id15136,2026-06-11,Albania,ALB,66,1376.03
2026,id15136,2026-06-11,Cabo Verde,CPV,67,1371.11
2026,id15136,2026-06-11,United Arab Emirates,UAE,68,1370.47
2026,id15136,2026-06-11,North Macedonia,MKD,69,1369.16
2026,id15136,2026-06-11,Northern Ireland,NIR,70,1365.3
2026,id15136,2026-06-11,Jamaica,JAM,71,1357.84
2026,id15136,2026-06-11,Georgia,GEO,72,1355.26
2026,id15136,2026-06-11,Ghana,GHA,73,1346.88
2026,id15136,2026-06-11,Iceland,ISL,74,1342.77
2026,id15136,2026-06-11,Finland,FIN,75,1341.92
2026,id15136,2026-06-11,Israel,ISR,76,1333.9
2026,id15136,2026-06-11,Bolivia,BOL,77,1326.0
2026,id15136,2026-06-11,Kosovo,KOS,78,1319.12
2026,id15136,2026-06-11,Oman,OMA,79,1306.9
2026,id15136,2026-06-11,Montenegro,MNE,80,1301.98
2026,id15136,2026-06-11,Guinea,GUI,81,1295.6
2026,id15136,2026-06-11,Curaçao,CUW,82,1294.77
2026,id15136,2026-06-11,Haiti,HAI,83,1293.1
2026,id15136,2026-06-11,Syria,SYR,84,1283.05
2026,id15136,2026-06-11,New Zealand,NZL,85,1275.58
2026,id15136,2026-06-11,Gabon,GAB,86,1272.51
2026,id15136,2026-06-11,Bulgaria,BUL,87,1271.68
2026,id15136,2026-06-11,Angola,ANG,88,1265.58
2026,id15136,2026-06-11,Uganda,UGA,89,1264.09
2026,id15136,2026-06-11,Zambia,ZAM,90,1255.82
2026,id15136,2026-06-11,China PR,CHN,91,1254.81
2026,id15136,2026-06-11,Bahrain,BHR,92,1254.41
2026,id15136,2026-06-11,Benin,BEN,93,1252.17
2026,id15136,2026-06-11,Thailand,THA,94,1250.8
2026,id15136,2026-06-11,Palestine,PLE,95,1243.71
2026,id15136,2026-06-11,Belarus,BLR,96,1242.88
2026,id15136,2026-06-11,Guatemala,GUA,97,1238.74
2026,id15136,2026-06-11,Luxembourg,LUX,98,1232.82
2026,id15136,2026-06-11,Vietnam,VIE,99,1225.68
2026,id15136,2026-06-11,El Salvador,SLV,100,1225.34
2026,id15136,2026-06-11,Tajikistan,TJK,101,1224.19
2026,id15136,2026-06-11,Trinidad and Tobago,TRI,102,1219.59
2026,id15136,2026-06-11,Mozambique,MOZ,103,1218.62
2026,id15136,2026-06-11,Madagascar,MAD,104,1202.69
2026,id15136,2026-06-11,Equatorial Guinea,EQG,105,1195.2
2026,id15136,2026-06-11,Kyrgyz Republic,KGZ,106,1192.16
2026,id15136,2026-06-11,Armenia,ARM,107,1189.63
2026,id15136,2026-06-11,Comoros,COM,108,1187.91
2026,id15136,2026-06-11,Kenya,KEN,109,1185.08
2026,id15136,2026-06-11,Libya,LBY,110,1182.08
2026,id15136,2026-06-11,Kazakhstan,KAZ,111,1180.78
2026,id15136,2026-06-11,Tanzania,TAN,112,1180.27
2026,id15136,2026-06-11,Mauritania,MTN,113,1176.68
2026,id15136,2026-06-11,Niger,NIG,114,1175.33
2026,id15136,2026-06-11,Lebanon,LBN,115,1172.22
2026,id15136,2026-06-11,The Gambia,GAM,116,1159.64
2026,id15136,2026-06-11,Sudan,SDN,117,1157.22
2026,id15136,2026-06-11,Indonesia,IDN,118,1157.14
2026,id15136,2026-06-11,Togo,TOG,119,1152.76
2026,id15136,2026-06-11,DPR Korea,PRK,120,1151.05
2026,id15136,2026-06-11,Namibia,NAM,121,1148.84
2026,id15136,2026-06-11,Sierra Leone,SLE,122,1147.56
2026,id15136,2026-06-11,Faroe Islands,FRO,123,1136.59
2026,id15136,2026-06-11,Cyprus,CYP,124,1133.25
2026,id15136,2026-06-11,Suriname,SUR,125,1132.43
2026,id15136,2026-06-11,Azerbaijan,AZE,126,1132.0
2026,id15136,2026-06-11,Estonia,EST,127,1130.64
2026,id15136,2026-06-11,Rwanda,RWA,128,1126.62
2026,id15136,2026-06-11,Malawi,MWI,129,1122.05
2026,id15136,2026-06-11,Zimbabwe,ZIM,130,1119.78
2026,id15136,2026-06-11,Nicaragua,NCA,131,1114.63
2026,id15136,2026-06-11,Guinea-Bissau,GNB,132,1108.38
2026,id15136,2026-06-11,Kuwait,KUW,133,1106.47
2026,id15136,2026-06-11,Congo,CGO,134,1105.96
2026,id15136,2026-06-11,Philippines,PHI,135,1100.95
2026,id15136,2026-06-11,Malaysia,MAS,136,1086.22
2026,id15136,2026-06-11,Latvia,LVA,137,1085.66
2026,id15136,2026-06-11,India,IND,138,1084.93
2026,id15136,2026-06-11,Central African Republic,CTA,139,1080.82
2026,id15136,2026-06-11,Liberia,LBR,140,1080.44
2026,id15136,2026-06-11,Turkmenistan,TKM,141,1078.65
2026,id15136,2026-06-11,Burundi,BDI,142,1078.01
2026,id15136,2026-06-11,Ethiopia,ETH,143,1077.52
2026,id15136,2026-06-11,Dominican Republic,DOM,144,1076.5
2026,id15136,2026-06-11,Yemen,YEM,145,1065.24
2026,id15136,2026-06-11,Lesotho,LES,146,1064.29
2026,id15136,2026-06-11,Botswana,BOT,147,1063.63
2026,id15136,2026-06-11,Singapore,SGP,148,1057.95
2026,id15136,2026-06-11,Lithuania,LTU,149,1056.85
2026,id15136,2026-06-11,Guyana,GUY,150,1049.32
2026,id15136,2026-06-11,New Caledonia,NCL,151,1036.95
2026,id15136,2026-06-11,St Kitts and Nevis,SKN,152,1036.33
2026,id15136,2026-06-11,Solomon Islands,SOL,153,1031.89
2026,id15136,2026-06-11,Puerto Rico,PUR,154,1024.3
2026,id15136,2026-06-11,Fiji,FIJ,155,1024.17
2026,id15136,2026-06-11,"Hong Kong, China",HKG,156,1024.16
2026,id15136,2026-06-11,Tahiti,TAH,157,1019.04
2026,id15136,2026-06-11,Myanmar,MYA,158,1010.91
2026,id15136,2026-06-11,Moldova,MDA,159,1008.24
2026,id15136,2026-06-11,Vanuatu,VAN,160,1002.53
2026,id15136,2026-06-11,Malta,MLT,161,992.79
2026,id15136,2026-06-11,Antigua and Barbuda,ATG,162,986.58
2026,id15136,2026-06-11,Grenada,GRN,163,981.82
2026,id15136,2026-06-11,Cuba,CUB,164,981.42
2026,id15136,2026-06-11,Eswatini,SWZ,165,979.01
2026,id15136,2026-06-11,St Lucia,LCA,166,976.71
2026,id15136,2026-06-11,Bermuda,BER,167,975.05
2026,id15136,2026-06-11,Papua New Guinea,PNG,168,974.9
2026,id15136,2026-06-11,South Sudan,SSD,169,970.94
2026,id15136,2026-06-11,St Vincent and the Grenadines,VIN,170,968.27
2026,id15136,2026-06-11,Afghanistan,AFG,171,968.07
2026,id15136,2026-06-11,Andorra,AND,172,946.43
2026,id15136,2026-06-11,Maldives,MDV,173,943.92
2026,id15136,2026-06-11,Chinese Taipei,TPE,174,923.78
2026,id15136,2026-06-11,Cambodia,CAM,175,922.32
2026,id15136,2026-06-11,Montserrat,MSR,176,916.75
2026,id15136,2026-06-11,Nepal,NEP,177,914.54
2026,id15136,2026-06-11,Mauritius,MRI,178,911.49
2026,id15136,2026-06-11,Barbados,BRB,179,909.89
2026,id15136,2026-06-11,Belize,BLZ,180,907.0
2026,id15136,2026-06-11,Bangladesh,BAN,181,902.93
2026,id15136,2026-06-11,Dominica,DMA,182,897.69
2026,id15136,2026-06-11,Chad,CHA,183,896.85
2026,id15136,2026-06-11,Eritrea,ERI,184,887.06
2026,id15136,2026-06-11,Laos,LAO,185,885.03
2026,id15136,2026-06-11,Cook Islands,COK,186,877.53
2026,id15136,2026-06-11,Sri Lanka,SRI,187,876.86
2026,id15136,2026-06-11,Samoa,SAM,188,876.41
2026,id15136,2026-06-11,Aruba,ARU,189,875.61
2026,id15136,2026-06-11,Mongolia,MNG,190,874.47
2026,id15136,2026-06-11,American Samoa,ASA,191,871.61
2026,id15136,2026-06-11,Bhutan,BHU,192,870.81
2026,id15136,2026-06-11,Macau,MAC,193,858.03
2026,id15136,2026-06-11,Brunei Darussalam,BRU,194,857.73
2026,id15136,2026-06-11,São Tomé and Príncipe,STP,195,855.44
2026,id15136,2026-06-11,Djibouti,DJI,196,853.58
2026,id15136,2026-06-11,Cayman Islands,CAY,197,850.06
2026,id15136,2026-06-11,Pakistan,PAK,198,840.28
2026,id15136,2026-06-11,Somalia,SOM,199,839.17
2026,id15136,2026-06-11,Tonga,TGA,200,835.64
2026,id15136,2026-06-11,Timor-Leste,TLS,201,831.0
2026,id15136,2026-06-11,Gibraltar,GIB,202,820.26
2026,id15136,2026-06-11,Guam,GUM,203,819.54
2026,id15136,2026-06-11,Seychelles,SEY,204,804.16
2026,id15136,2026-06-11,Turks and Caicos Islands,TCA,205,803.98
2026,id15136,2026-06-11,Liechtenstein,LIE,206,797.7
2026,id15136,2026-06-11,Bahamas,BAH,207,786.82
2026,id15136,2026-06-11,US Virgin Islands,VIR,208,779.76
2026,id15136,2026-06-11,British Virgin Islands,VGB,209,777.41
2026,id15136,2026-06-11,Anguilla,AIA,210,760.25
2026,id15136,2026-06-11,San Marino,SMR,211,721.2
